Created_Time,Tweet_text
Mon Sep 09 13:23:22 +0000 2019,"As bad as @CNN is, Comcast MSNBC is worse. Their ratings are also way down because they have lost all credibility.… https://t.co/mhmgdc5ojY"
Mon Sep 09 13:01:41 +0000 2019,"Great news that an activist investor is now involved with AT&amp;T. As the owner of VERY LOW RATINGS @CNN, perhaps they… https://t.co/Va8V9Tjhsc"
Mon Sep 09 11:29:36 +0000 2019,"94% Approval Rating in the Republican Party, a record. Thank you!"
Mon Sep 09 11:08:24 +0000 2019,"House Republicans should allow Chairs of Committees to remain for longer than 6 years. It forces great people, and… https://t.co/iNcXS3XgWz"
Mon Sep 09 10:58:25 +0000 2019,"When the former Governor of the Great State of South Carolina, @MarkSanford, was reported missing, only to then say… https://t.co/44yqnYybTo"
Mon Sep 09 10:51:05 +0000 2019,"North Carolina, vote for Dan Bishop tomorrow. We need him badly in Washington! His opponent is a far left Sanctuary Cities supporter."
Mon Sep 09 10:21:06 +0000 2019,Maria &amp; John understood the dishonesty &amp; deception from the very beginning! https://t.co/kyYx4S56Z0
Mon Sep 09 03:11:53 +0000 2019,When all of the people pushing so hard for Criminal Justice Reform were  unable to come even close to getting it do… https://t.co/OO3rDGNW84
Mon Sep 09 02:17:38 +0000 2019,https://t.co/NeTvaaeVTR
Sun Sep 08 19:52:20 +0000 2019,"Congratulations to @JudgeJeanine Pirro on having, again, the Number One Best Selling Book!"
Sun Sep 08 19:34:04 +0000 2019,"Looking forward to being in the North Carolina tomorrow night. We’re having a BIG RALLY for a great guy, Dan Bishop… https://t.co/dnEpFwdDrL"
Sun Sep 08 16:56:32 +0000 2019,WE ARE BUILDING THE WALL... https://t.co/OQQaag2ZUW
Sun Sep 08 04:06:31 +0000 2019,Leakin’ Lyin’ James Comey! https://t.co/0qr5BcbRcl
Sun Sep 08 03:57:23 +0000 2019,https://t.co/QeUbwdsWfr
Sat Sep 07 22:51:17 +0000 2019,"Unbeknownst to almost everyone, the major Taliban leaders and, separately, the President of Afghanistan, were going… https://t.co/1HtmeRqqzE"
Sat Sep 07 20:44:53 +0000 2019,"The Failing New York Times stated, in an article written by Obama flunky Peter Baker (who lovingly wrote Obama book… https://t.co/Ngg3WUh5Yc"
Sat Sep 07 19:58:37 +0000 2019,Our Economy is doing great!!!!! https://t.co/JnnEbyWQek
Sat Sep 07 19:42:27 +0000 2019,"JOBS, JOBS, JOBS! https://t.co/NeTvaaeVTR"
Sat Sep 07 15:11:21 +0000 2019,Congratulations to the GREAT Jerry West! https://t.co/BD6FUD6JwP https://t.co/tNMJCRD4ft
Sat Sep 07 13:51:21 +0000 2019,Thank you Katie. The U.S. is doing great! https://t.co/FT2ERbVPf6
Sat Sep 07 13:48:36 +0000 2019,"Russia and Ukraine just swapped large numbers of prisoners. Very good news, perhaps a first giant step to peace. Co… https://t.co/8BeC7aXSAG"
Sat Sep 07 13:14:46 +0000 2019,"“In 22 years of patrolling our Southern Border, I have never seen Mexico act like a true Border Security Partner un… https://t.co/Avu0Oo5FkO"
Sat Sep 07 11:08:27 +0000 2019,"The Washington Post’s @PhilipRucker (Mr. Off the Record) &amp; @AshleyRParker, two nasty lightweight reporters, shouldn… https://t.co/1jxEbYZ3By"
Sat Sep 07 10:52:36 +0000 2019,I want to congratulate @senatemajldr Mitch McConnell and all Republicans. Today I signed the 160th Federal Judge to… https://t.co/geWQOLjWS1
Sat Sep 07 10:39:43 +0000 2019,Thank you to Bahamian Prime Minister Hubert Minnis for your very gracious and kind words in saying that without the… https://t.co/6u5m5MlfDe
Sat Sep 07 03:05:01 +0000 2019,"China just enacted a major stimulus plan. With all the Tariffs THEY are paying to the USA, Billions and Billions of… https://t.co/8dTLSHkL6L"
Sat Sep 07 02:45:46 +0000 2019,"PROMISES MADE, PROMISES KEPT! https://t.co/chGpYgkmo7"
Sat Sep 07 00:28:21 +0000 2019,https://t.co/sQ70fKcTjV
Fri Sep 06 23:56:46 +0000 2019,"The @USCG, @FEMA, and all others, along with other countries that have been helping, have been asked to move people… https://t.co/oyLyn3feGU"
Fri Sep 06 22:10:43 +0000 2019,“The Washington Post’s Lost Summer” https://t.co/jHkZyiJwZL
Fri Sep 06 22:07:02 +0000 2019,https://t.co/tsIMIawIxh
Fri Sep 06 21:39:07 +0000 2019,https://t.co/J3aTzBG7ao
Fri Sep 06 15:14:20 +0000 2019,“China is eating the Tariffs.” Billions pouring into USA. Targeted Patriot Farmers getting massive Dollars from the… https://t.co/2vDquqQM2C
Fri Sep 06 14:38:38 +0000 2019,The Economy is great. The only thing adding to “uncertainty” is the Fake News!
Fri Sep 06 14:35:48 +0000 2019,"Great job by FEMA, Law Enforcement, First Responders, U.S. Coast Guard, and ALL! Keep going, we all appreciate what you are doing!"
Fri Sep 06 14:29:46 +0000 2019,"The Fake News Media was fixated on the fact that I properly said, at the beginnings of Hurricane Dorian, that in ad… https://t.co/xbmq9l9POT"
Fri Sep 06 13:34:17 +0000 2019,Larry Kudlow on @Varneyco now!
Fri Sep 06 13:10:12 +0000 2019,Our great @JudgeJeanine has just written a book that will add to the tremendous success of her last number one best… https://t.co/dWv2HrwZ8V
Fri Sep 06 12:52:04 +0000 2019,Great interview of Sarah Sanders by @foxandfriends. She is a terrific person with a great future!
Fri Sep 06 12:39:02 +0000 2019,Congratulations to @edhenry and his sister on a great success. What a wonderful thing to do!
Fri Sep 06 12:22:25 +0000 2019,"I agree with @jimcramer, the Fed should lower rates. They were WAY too early to raise, and Way too late to cut - an… https://t.co/8Q5SSfxtt1"
Fri Sep 06 12:20:32 +0000 2019,DACA will be going before the Supreme Court. It is a document that even President Obama didn’t feel he had the lega… https://t.co/ikon4DYlkQ
Fri Sep 06 12:08:23 +0000 2019,"The Immigration Law Institute’s Christopher Hajec says, “The Supreme Court has to look st whether DACA is lawful. W… https://t.co/LfWAx8f2mM"
Fri Sep 06 03:33:33 +0000 2019,"“I think President Trump is set in his ways because he doesn’t see any weakening. I mean, look at the joblessness r… https://t.co/AUINvObAbz"
Fri Sep 06 01:21:41 +0000 2019,"Looking forward to watching @SarahHuckabee Sanders tomorrow morning on @FoxandFriends, by far the #1 rated show on… https://t.co/GqCfzCMUr3"
Thu Sep 05 23:49:22 +0000 2019,"Great job done by @GovRonDesantis, @SenRickScott, Senator @MarcoRubio, and all of the those from Florida that were… https://t.co/SU7VdL8Wlb"
Thu Sep 05 23:44:08 +0000 2019,Just got off the phone with Governor Brian Kemp (@GovKemp) of Georgia. Happy to hear that things are looking good f… https://t.co/sCEuO9zYLk
Thu Sep 05 23:35:44 +0000 2019,Just spoke to Governor @HenryMcMaster of South Carolina regarding Hurricane Dorian. I informed Henry that we are mo… https://t.co/goMiwa26h5
Thu Sep 05 23:27:29 +0000 2019,Just talked to Governor Roy Cooper of North Carolina as Hurricane Dorian ominously comes up the East Coast. We are… https://t.co/6iylYTyC5x
Thu Sep 05 20:18:07 +0000 2019,I was with you all the way Alabama. The Fake News Media was not! https://t.co/gO5pwahaj9
Thu Sep 05 20:14:05 +0000 2019,"Just as I said, Alabama was originally projected to be hit. The Fake News denies it! https://t.co/elJ7ROfm2p"
Thu Sep 05 15:45:21 +0000 2019,"After almost 3 years in my Administration, Jason Greenblatt will be leaving to pursue work in the private sector. J… https://t.co/cPYYVCQdqp"
Thu Sep 05 13:40:53 +0000 2019,Really Good Jobs Numbers!
Thu Sep 05 13:39:49 +0000 2019,"Alabama was going to be hit or grazed, and then Hurricane Dorian took a different path (up along the East Coast). T… https://t.co/p7jFHFVuLI"
Thu Sep 05 13:15:53 +0000 2019,"Bad “actress” Debra The Mess Messing is in hot water. She wants to create a “Blacklist” of Trump supporters, &amp; is b… https://t.co/HqLMYkM1hA"
Thu Sep 05 11:48:56 +0000 2019,"In the early days of the hurricane, when it was predicted that Dorian would go through Miami or West Palm Beach, ev… https://t.co/R7dZtTB7hH"
Thu Sep 05 03:55:37 +0000 2019,Thank you Rad - looking great! https://t.co/YeKXSNjKwW
Thu Sep 05 03:43:14 +0000 2019,Thank you Terrence. Best Employment Numbers In History for African Americans! https://t.co/YCf2WT4XHt
Thu Sep 05 01:01:20 +0000 2019,https://t.co/bxSiT2zQDj
Thu Sep 05 00:49:29 +0000 2019,“Absolutely nothing is more important than going back &amp; getting to the bottom of the origins of the investigation.… https://t.co/yzx0Ah2YtS
Wed Sep 04 22:23:51 +0000 2019,"This was the originally projected path of the Hurricane in its early stages. As you can see, almost all models pred… https://t.co/BogxK40zE1"
Wed Sep 04 21:47:56 +0000 2019,"State Rep Greg Murphy is running for Congress in North Carolina, District 3. We really need Greg in Washington. He… https://t.co/Jl0otOAO0f"
Wed Sep 04 21:08:57 +0000 2019,8 FACTS that #FakeNewsCNN will ignore in tonight’s “Climate Forum”
Wed Sep 04 14:18:04 +0000 2019,"“The Chinese are very adept at not accepting anything. You’ve got to be very tough, and that’s what Trump is doing.… https://t.co/KEJUHHOhoN"
Wed Sep 04 13:52:58 +0000 2019,“U.S. Winning Trade War With China In Dollars.” CNBC
Wed Sep 04 01:39:25 +0000 2019,"“To declassify is so important because if this were a Democrat President or a Democrat Candidate, that was spied on… https://t.co/XVjMZjOtcT"
Wed Sep 04 01:04:24 +0000 2019,“I am so tired of hearing the rationalization of the Left in the country because they hate Donald Trump. Inexplicab… https://t.co/k3eERVIoKk
Wed Sep 04 00:53:15 +0000 2019,The truth is that we have a nation that is disgusted with the FBI. We have a crisis of confidence in the number one… https://t.co/zvA0mfegRP
Wed Sep 04 00:43:10 +0000 2019,"At the request of Senator Thom Tillis, I am getting the North Carolina Emergency Declaration completed and signed t… https://t.co/n0tLM8GrLd"
Tue Sep 03 21:39:52 +0000 2019,"The U.S. may be getting a little bit lucky with respect to Hurricane Dorian, but please don’t let down your guard.… https://t.co/458gw65OnD"
Tue Sep 03 14:48:16 +0000 2019,"The incompetent Mayor of London, Sadiq Khan, was bothered that I played a very fast round of golf yesterday. Many P… https://t.co/iRLsf4Noau"
Tue Sep 03 14:28:41 +0000 2019,"Based on the IG Report, the whole Witch Hunt against me and my administration was a giant and illegal SCAM. The Hou… https://t.co/X5kECFVV86"
Tue Sep 03 13:45:24 +0000 2019,"Germany, and so many other countries, have negative interest rates, “they get paid for loaning money,” and our Fede… https://t.co/2MUSZc50hH"
Tue Sep 03 13:33:16 +0000 2019,"For all of the “geniuses” out there, many who have been in other administrations and “taken to the cleaners” by Chi… https://t.co/XESNGWhzSm"
Tue Sep 03 13:12:02 +0000 2019,We are doing very well in our negotiations with China. While I am sure they would love to be dealing with a new adm… https://t.co/bWvUK5xUZN
Tue Sep 03 02:37:54 +0000 2019,"“Brazil will allow more American Ethanol to enter the country without Tariffs, a decision that Brazilian mills are… https://t.co/yq61ZDz7hX"
Mon Sep 02 23:16:52 +0000 2019,Such a phony hurricane report by lightweight reporter @jonkarl of @ABCWorldNews. I suggested yesterday at FEMA that… https://t.co/GK9ELdyK52
Mon Sep 02 17:56:35 +0000 2019,https://t.co/h5EMpC8hCo
Mon Sep 02 12:22:10 +0000 2019,"The LameStream Media has gone totally CRAZY! They write whatever they want, seldom have sources (even though they s… https://t.co/3nim7S2FgJ"
Mon Sep 02 12:09:56 +0000 2019,"The Amazon Washington Post did a story that I brought racist attacks against the “Squad.” No, they brought racist a… https://t.co/LdUexdL89l"
Mon Sep 02 11:57:39 +0000 2019,“The last three years of Trump policy have finally brought real hope and real change. Unemployment this year hit a… https://t.co/ODYXYfc528
Mon Sep 02 11:49:18 +0000 2019,"“They are liars, and in my opinion, TRAITORS!” @LouDobbs talking about Comey and his dwindling group of friends."
Mon Sep 02 11:46:58 +0000 2019,Just watched AFL-CIO President Richard Trumka on @FoxNews and thought to myself how different he is on TV than he i… https://t.co/XpwAniCHxz
Mon Sep 02 11:38:59 +0000 2019,"Since my election, many trillions of dollars of worth has been created for our Country, and the Stock Market is up… https://t.co/wpEBosLugj"
Mon Sep 02 11:36:41 +0000 2019,"“When you put everything together, the pro growth Tax &amp; Regulation Cuts, help to retrain workers, the Tariffs which… https://t.co/z3WS0k63Ej"
Mon Sep 02 00:53:33 +0000 2019,"“We hold that legislative prayer is government speech not open to attack via those channels.” Third Circuit, Court… https://t.co/0SQiNBYzT4"
Sun Sep 01 19:35:40 +0000 2019,"Pray for the people in the Bahamas. Being hit like never before, Category 5.  Almost 200 MPH winds."
Sun Sep 01 15:07:26 +0000 2019,Great job by Texas Law Enforcement and First Responders in handling the terrible shooting tragedy yesterday. Thank… https://t.co/lnsy8YCnza
Sun Sep 01 14:51:46 +0000 2019,"In addition to Florida - South Carolina, North Carolina, Georgia, and Alabama, will most likely be hit (much) harde… https://t.co/G9N3uqS9Pd"
Sun Sep 01 14:06:05 +0000 2019,This is only the beginning! https://t.co/mFrtBPtCcO
Sun Sep 01 13:26:03 +0000 2019,"I have not forgotten that when it was announced that I was going to do The Apprentice, and when it then became a bi… https://t.co/18OsgBD6PS"
Sun Sep 01 13:03:11 +0000 2019,“Comey and McCabe (and more) are Dirty Cops.” Joe DiGenova
Sun Sep 01 12:58:43 +0000 2019,"“James Comey has been rebuked at the highest level, with much more to come. An IG Report doesn’t get any stronger,… https://t.co/NvsOoiS4s4"
Sun Sep 01 12:25:28 +0000 2019,"Peter Morici, Economist: Tariffs will not impact American consumers that much because the Chinese currency has gone… https://t.co/t2fKH0p8BA"
Sat Aug 31 22:35:12 +0000 2019,Just briefed by Attorney General Barr about the shootings in Texas. FBI and Law Enforcement is fully engaged. More to follow.
Sat Aug 31 20:14:14 +0000 2019,“The vindication belongs to the President for firing James Comey. It was clearly the right thing to do. You don’t w… https://t.co/RO4DiYMzr5
Sat Aug 31 19:08:05 +0000 2019,Enjoy the low gas prices over the Labor Day weekend! My energy policies have made America energy independent while… https://t.co/LzS0UTADZb
Sat Aug 31 19:06:26 +0000 2019,"Being scolded by failed former “Intelligence” officials, like James Clapper, on my condolences to Iran on their fai… https://t.co/nmmbwzhBsX"
Sat Aug 31 18:29:37 +0000 2019,"Just watched Congresswoman Debbie Dingell, and many other Democrats, wanting to give up on our very successful Trad… https://t.co/Nc2KTzW5kR"
Sat Aug 31 14:24:01 +0000 2019,Has anyone noticed that the top shows on @foxnews and cable ratings are those that are Fair (or great) to your favo… https://t.co/ZAlU8EjB8E
Sat Aug 31 14:04:39 +0000 2019,Dan will be GREAT! https://t.co/5zfVFweUCh
Sat Aug 31 14:00:32 +0000 2019,Looking like our great South Carolina could get hit MUCH harder than first thought. Georgia and North Carolina also… https://t.co/BuIfVz7paI
Sat Aug 31 13:09:45 +0000 2019,"MAKE AMERICA GREAT AGAIN, which is happening, and then, KEEP AMERICA GREAT!"
Sat Aug 31 13:07:49 +0000 2019,"I was right about Comey, CROOKED COP!"
Sat Aug 31 13:01:43 +0000 2019,"A great team, working hard! https://t.co/QeGuomKBir"
Sat Aug 31 12:58:29 +0000 2019,"...Yes, I am currently suing various people for violating their confidentiality agreements. Disgusting and foul mou… https://t.co/jTfcHtjIcF"
Sat Aug 31 12:52:12 +0000 2019,"While Madeleine Westerhout has a fully enforceable confidentiality agreement, she is a very good person and I don’t… https://t.co/c1MSjTVYeb"
Sat Aug 31 12:11:16 +0000 2019,"“The IG found that James Comey leaked Classified Documents to his attorneys, which can be (is) a violation of the E… https://t.co/mvq8TtKcE9"
Sat Aug 31 12:11:15 +0000 2019,Cory is doing a Great job for Colorado! https://t.co/OmsGvWL9E3
Sat Aug 31 12:06:30 +0000 2019,Nobody knows more about Healthcare than John. Great guy! https://t.co/T4i0UYqLqd
Sat Aug 31 12:00:24 +0000 2019,"An amazing guy, respected by all! https://t.co/S814IXvHc4"
Sat Aug 31 11:58:45 +0000 2019,Nobody works harder or smarter than Joni! https://t.co/vqvW5I8ngI
Sat Aug 31 11:58:44 +0000 2019,One of the greats! https://t.co/14o0j9aZfj
Sat Aug 31 11:51:09 +0000 2019,Great job Thom! https://t.co/N8mHjP1PHI
Sat Aug 31 11:45:36 +0000 2019,Thank you Kevin. Great things are happening at the Border! https://t.co/gR71Z1Au8B
Sat Aug 31 04:13:39 +0000 2019,I am monitoring Hurricane Dorian and receiving frequent briefings and updates. It is important to heed the directio… https://t.co/5HCgwhrays
Fri Aug 30 23:54:24 +0000 2019,"“They could have charged Comey with theft of government documents, 641 of the Criminal Code, because the IG found t… https://t.co/Ukdqlq9zRG"
Fri Aug 30 23:37:50 +0000 2019,Just arrived at Camp David!
Fri Aug 30 21:39:54 +0000 2019,The Great State of North Carolina has EARLY VOTING for a very important Congressional (Ninth) race. Please vote ear… https://t.co/3aS4KjK39O
Fri Aug 30 20:00:31 +0000 2019,https://t.co/ufd7tsGyAx
Fri Aug 30 19:12:50 +0000 2019,This should NEVER happen to another President again! https://t.co/4ynSXVo9e9
Fri Aug 30 18:57:59 +0000 2019,"""FALLOUT FROM IG'S SCATHING COMEY REPORT"" https://t.co/NrpeBkPbww"
Fri Aug 30 18:53:51 +0000 2019,“One of the most disgraceful examples of an abuse of power by a government official…when you read this report…this… https://t.co/RgT86uSBQz
Fri Aug 30 18:05:03 +0000 2019,Thanks @RepDougCollins - TRUE! https://t.co/o49tPKdWct
Fri Aug 30 17:44:45 +0000 2019,The United States of America was not involved in the catastrophic accident during final launch preparations for the… https://t.co/wJB87RwgSC
Fri Aug 30 14:10:13 +0000 2019,"If the Fed would cut, we would have one of the biggest Stock Market increases in a long time. Badly run and weak co… https://t.co/eb635vBk8c"
Fri Aug 30 13:55:41 +0000 2019,"The Euro is dropping against the Dollar “like crazy,” giving them a big export and manufacturing advantage...and th… https://t.co/djisI2Umlp"
Fri Aug 30 13:55:00 +0000 2019,https://t.co/Ldpr6vjGdp
Fri Aug 30 13:17:25 +0000 2019,"Bryan Dean Wright, former CIA Officer(Dem): “In 2016 we had a Coup. We have to take Comey and others to task. Makes… https://t.co/bIJbECqAoQ"
Fri Aug 30 12:54:41 +0000 2019,The fact that James Comey was not prosecuted for the absolutely horrible things he did just shows how fair and reas… https://t.co/AKYyZE5UW4
Fri Aug 30 12:28:19 +0000 2019,"The disastrous IG Report on James Comey shows, in the strongest of terms, how unfairly I, and tens of millions of g… https://t.co/lVBHcPd20S"
Fri Aug 30 12:11:36 +0000 2019,An idea liked by many? https://t.co/Ev9uqa1hoj
Fri Aug 30 12:06:41 +0000 2019,"General Motors, which was once the Giant of Detroit, is now one of the smallest auto manufacturers there. They move… https://t.co/EaVe3xdyIz"
Thu Aug 29 23:49:11 +0000 2019,https://t.co/ufd7tsGyAx
Thu Aug 29 20:40:01 +0000 2019,Establishment of the U.S. Space Command! https://t.co/NQkxxw910S
Thu Aug 29 18:05:09 +0000 2019,Perhaps never in the history of our Country has someone been more thoroughly disgraced and excoriated than James Co… https://t.co/LwS1dRRuzx
Thu Aug 29 13:19:47 +0000 2019,"The Farmers are going to be so happy when they see what we are doing for Ethanol, not even including the E-15, year… https://t.co/WbPYKPdaVI"
Thu Aug 29 13:05:22 +0000 2019,"The Economy is doing GREAT, with tremendous upside potential! If the Fed would do what they should, we are a Rocket upward!"
Thu Aug 29 11:47:57 +0000 2019,"The totally inaccurate reporting by Lawrence O’Donnell, for which he has been forced by NBC to apologize, is NO DIF… https://t.co/uzgT3jUtOZ"
Thu Aug 29 11:31:42 +0000 2019,"Crazy Lawrence O’Donnell, who has been calling me wrong from even before I announced my run for the Presidency, eve… https://t.co/vjORIPle1C"
Thu Aug 29 11:03:38 +0000 2019,Hurricane Dorian looks like it will be hitting Florida late Sunday night. Be prepared and please follow State and F… https://t.co/ZgNeuYH6cO
Thu Aug 29 10:58:11 +0000 2019,Puerto Rico is in great shape with Hurricane Dorian taking a largely different route than anticipated. Thank you to… https://t.co/lhAszKXqMr
Thu Aug 29 00:35:10 +0000 2019,"There has never been a time in the history of our Country that the Media was so Fraudulent, Fake, or Corrupt! When… https://t.co/bP2Ywfddfv"
Thu Aug 29 00:21:40 +0000 2019,"The  Amazon Washington Post and @CNN just did a Fake Interview on Pardons for Aids on the Wall, and that I didn’t t… https://t.co/dTHAJ57e1g"
Wed Aug 28 22:26:36 +0000 2019,"A sad day for the Democrats, Kirsten Gillibrand has dropped out of the Presidential Primary. I’m glad they never fo… https://t.co/sUvsnRYbiX"
Wed Aug 28 19:10:18 +0000 2019,Thank you for the support as we MAKE AMERICA GREAT AGAIN! https://t.co/qKgwRMSgcf
Wed Aug 28 19:06:39 +0000 2019,Another totally Fake story in the Amazon Washington Post (lobbyist) which states that if my Aides broke the law to… https://t.co/mHnCxS2Rnn
Wed Aug 28 17:48:59 +0000 2019,"The Wall is going up very fast despite total Obstruction by Democrats in Congress, and elsewhere!… https://t.co/XIMMALXoZr"
Wed Aug 28 14:45:28 +0000 2019,Puerto Rico is one of the most corrupt places on earth. Their political system is broken and their politicians are… https://t.co/Cf5sPiHSr9
Wed Aug 28 14:36:41 +0000 2019,"Our Federal Reserve cannot “mentally” keep up with the competition - other countries. At the G-7 in France, all of… https://t.co/gLVGOhy4gM"
Wed Aug 28 14:03:36 +0000 2019,"....I don’t want to Win for myself, I only want to Win for the people. The New @FoxNews is letting millions of GREA… https://t.co/UANHkvOoRu"
Wed Aug 28 13:57:56 +0000 2019,"Just watched @FoxNews heavily promoting the Democrats through their DNC Communications Director, spewing out whatev… https://t.co/QbMTNutLpr"
Wed Aug 28 13:36:43 +0000 2019,"Would be very hard for Jeremy Corbyn, the leader of Britain’s Labour Party, to seek a no-confidence vote against Ne… https://t.co/zG5Il2b27p"
Wed Aug 28 12:15:18 +0000 2019,"We are tracking closely tropical storm Dorian as it heads, as usual, to Puerto Rico. FEMA and all others are ready,… https://t.co/a74RTnIY3g"
Wed Aug 28 12:06:23 +0000 2019,"So interesting to read and see all of the free and interesting advice I am getting on China, from people who have t… https://t.co/2fhO3RKIKy"
Wed Aug 28 11:22:27 +0000 2019,“The infestation of bedbugs at The New York Times office” @OANN  was perhaps brought in by lightweight journalist B… https://t.co/RBIUM6743V
Wed Aug 28 03:23:11 +0000 2019,"A made up Radical Left Story about Doral bedbugs, but Bret Stephens is loaded up with them! Been calling me wrong f… https://t.co/TPmvUbWZ8z"
Tue Aug 27 23:36:43 +0000 2019,"Can you believe it? I’m at 94% approval in the Republican Party, and have Three Stooges running against me. One is… https://t.co/ayI5AJt4Nz"
Tue Aug 27 23:30:51 +0000 2019,"Axios (whatever that is) sat back and said GEEEEE, let’s see, what can we make up today to embarrass the President?… https://t.co/hQmXUH48Ou"
Tue Aug 27 22:04:01 +0000 2019,"They do stories so big on Elizabeth “Pocahontas” Warren’s crowd sizes, adding many more people than are actually th… https://t.co/U2Qlsbb74x"
Tue Aug 27 21:49:01 +0000 2019,It is amazing that I can be at 51% with Zogby when the Fake &amp; Corrupt News is almost 100% against me. Great job Mr. President!
Tue Aug 27 21:46:49 +0000 2019,"The G7 in France was so successful, and yet when I came back and read the Corrupt and Fake News, and watched numero… https://t.co/eL9zm5T909"
Tue Aug 27 21:45:53 +0000 2019,"Looking forward to being with Dan Bishop in two weeks, in North Carolina. His opponent believes in Open Borders and… https://t.co/hWpx3png5g"
Tue Aug 27 21:35:53 +0000 2019,.@JudgeJeanine Pirro is following up her #1 Best Seller with another book that is destined to also be #1 – “Radical… https://t.co/8m6tDRAQy0
Tue Aug 27 16:37:59 +0000 2019,The Federal Reserve loves watching our manufacturers struggle with their exports to the benefit of other parts of t… https://t.co/riqJdZoQDC
Tue Aug 27 16:27:17 +0000 2019,100% Confirmed! https://t.co/qVsmc9zXk4
Tue Aug 27 16:09:22 +0000 2019,Wow! Yet another big storm heading to Puerto Rico. Will it ever end? Congress approved 92 Billion Dollars for Puert… https://t.co/JZcruoPI55
Tue Aug 27 14:45:26 +0000 2019,The G-7 was a great success for the USA and all. LameStream Media coverage bore NO relationship to what actually ha… https://t.co/IPKwYRolTl
Tue Aug 27 14:40:42 +0000 2019,"No bedbugs at Doral. The Radical Left Democrats, upon hearing that the perfectly located (for the next G-7) Doral N… https://t.co/pXEWQZIkpb"
Tue Aug 27 14:36:03 +0000 2019,"Starting to look good for the highly respected Prime Minister of the Italian Republic, Giuseppe Conte. Represented… https://t.co/SAR0IduDCn"
Tue Aug 27 14:30:15 +0000 2019,I have gotten to know President @jairbolsonaro well in our dealings with Brazil. He is working very hard on the Ama… https://t.co/ARKxTNQkbD
Tue Aug 27 02:30:17 +0000 2019,"Just returned to Washington from France and the very successful G-7, only to find that the Fake News is still tryin… https://t.co/gZKS1nx9lk"
Mon Aug 26 19:51:02 +0000 2019,Thank you Mark! https://t.co/doRfNAx2Ez
Mon Aug 26 19:49:18 +0000 2019,I agree 100%! https://t.co/qteDIrgG9S
Mon Aug 26 18:01:56 +0000 2019,"THANK YOU FRANCE🇺🇸🇫🇷
#G7Biarritz https://t.co/AHaCT7d5eY"
Mon Aug 26 16:50:37 +0000 2019,https://t.co/bUjFDj2Kcm
Mon Aug 26 12:26:09 +0000 2019,"Just wrapped up a great meeting with my friend Prime Minister @NarendraModi of India at the #G7Summit in Biarritz,… https://t.co/kDiJJK6632"
Mon Aug 26 12:13:24 +0000 2019,"Very productive meeting with Angela Merkel, the Chancellor of the Federal Republic of Germany, at the #G7Summit in… https://t.co/xJVmJoCM8A"
Mon Aug 26 09:30:41 +0000 2019,Great respect for the fact that President Xi &amp; his Representatives want “calm resolution.” So impressed that they a… https://t.co/omV7rMfrkO
Mon Aug 26 09:25:59 +0000 2019,The story by Axios that President Trump wanted to blow up large hurricanes with nuclear weapons prior to reaching s… https://t.co/HzEAczrvf3
Mon Aug 26 08:58:07 +0000 2019,"Great meeting this morning with President @AlsisiOfficial of Egypt at the Hôtel du Palais in Biarritz, France!… https://t.co/zurZ5pDdZ4"
Mon Aug 26 06:12:37 +0000 2019,All Trump Haters and Lovers must watch. Thank you Steve Hilton! https://t.co/QaSkw8IWNz
Mon Aug 26 06:08:00 +0000 2019,Thank you Katie! https://t.co/uCXoTFTEGm
Mon Aug 26 05:56:04 +0000 2019,.@SteveHiltonx “The Democrats statements about Donald Trump are lies. Here are the Facts.” I will soon be posting t… https://t.co/Iu2r5UBODi
Sun Aug 25 23:40:18 +0000 2019,Congratulations to Louisiana’s Champions. See you at the White House! https://t.co/Qadi7uD5U4
Sun Aug 25 23:30:29 +0000 2019,"My Stock Market gains must be judged from the day after the Election, November 9, 2016, where the Market went up bi… https://t.co/4rhdA4J2kO"
Sun Aug 25 23:14:08 +0000 2019,"No, we actually had a very good and productive meeting. Nice! https://t.co/aXeUWcPTc1"
Sun Aug 25 23:10:47 +0000 2019,In France we are all laughing at how knowingly inaccurate the U.S. reporting of events and conversations at the G-7… https://t.co/LK5quTPeq9
Sun Aug 25 22:53:36 +0000 2019,A disgrace! https://t.co/fXss6eixS1
Sun Aug 25 19:23:23 +0000 2019,"Great meetings at the @G7 in Biarritz, France! #G7Biarritz https://t.co/OdA4SQxUYf"
Sun Aug 25 18:38:47 +0000 2019,Thank you Eric. So true! https://t.co/9hhVOp2whc
Sun Aug 25 18:36:51 +0000 2019,"USMCA, make it bipartisan. Everybody wants it! https://t.co/lloDwZr4iN"
Sun Aug 25 18:34:59 +0000 2019,"Jesse &amp; Emma, Great News. Congratulations!!!!! https://t.co/ja7iAN1ypO"
Sun Aug 25 18:28:20 +0000 2019,Happy Birthday Vince! https://t.co/trOf5Ivmwq
Sun Aug 25 17:30:21 +0000 2019,"The question I was asked most today by fellow World Leaders, who think the USA is doing so well and is stronger tha… https://t.co/q0VQMrYTSi"
Sun Aug 25 16:38:12 +0000 2019,"Big Trade Deal just agreed to with Prime Minister Abe of Japan. Will be great for our Farmers, Ranchers and more. Really big Corn purchase!"
Sun Aug 25 16:35:19 +0000 2019,"So @donnabrazile gives Crooked Hillary the Questions, and now she’s on @FoxNews!"
