Created_Time,Tweet_text
Tue Aug 06 12:36:44 +0000 2019,"As they have learned in the last two years, our great American Farmers know that China will not be able to hurt the… https://t.co/qlBy5ZKcJj"
Tue Aug 06 12:00:41 +0000 2019,Massive amounts of money from China and other parts of the world is pouring into the United States for reasons of s… https://t.co/8TrQGOQj8g
Tue Aug 06 10:57:12 +0000 2019,“It’s political season and the election is around the corner. They want to continue to push that racist narrative.”… https://t.co/1bAr6QNeEF
Tue Aug 06 10:47:43 +0000 2019,“Did George Bush ever condemn President Obama after Sandy Hook. President Obama had 32 mass shootings during his re… https://t.co/4BqF1NB5Ro
Tue Aug 06 02:04:47 +0000 2019,Thank you @PeterSchweizer! https://t.co/TZxmiouWOm
Tue Aug 06 01:33:03 +0000 2019,Check out what @Google is up to for the 2020 election! #KAG2020 https://t.co/roM2WNmUSP
Tue Aug 06 01:23:10 +0000 2019,Thank you @LouDobbs and Tom Homan! https://t.co/VC1oNdcLEy
Mon Aug 05 18:12:11 +0000 2019,We must honor the sacred memory of those we have lost by acting as ONE PEOPLE. Open wounds cannot heal if we are di… https://t.co/CCTzzz63mq
Mon Aug 05 17:10:05 +0000 2019,"Today, I am also directing the Department of Justice to propose legislation ensuring that those who commit hate cri… https://t.co/7Iukhh0FuO"
Mon Aug 05 16:51:23 +0000 2019,"The First Lady and I join all Americans in praying and grieving for the victims, their families, and the survivors.… https://t.co/EN0q2294VI"
Mon Aug 05 16:00:14 +0000 2019,China is intent on continuing to receive the hundreds of Billions of Dollars they have been taking from the U.S. wi… https://t.co/gDeAZNBwny
Mon Aug 05 15:58:59 +0000 2019,"Based on the historic currency manipulation by China, it is now even more obvious to everyone that Americans are no… https://t.co/nXanUnjNXA"
Mon Aug 05 12:12:44 +0000 2019,China dropped the price of their currency to an almost a historic low. It’s called “currency manipulation.” Are you… https://t.co/EP6FqVhE9b
Mon Aug 05 11:32:54 +0000 2019,The Media has a big responsibility to life and safety in our Country. Fake News has contributed greatly to the ange… https://t.co/0qoxJBDezb
Mon Aug 05 10:54:49 +0000 2019,"We cannot let those killed in El Paso, Texas, and Dayton, Ohio, die in vain. Likewise for those so seriously wounde… https://t.co/ISrVfymkUJ"
Sun Aug 04 19:49:42 +0000 2019,"Today, I authorized the lowering of the flags to half-staff at all Federal Government buildings in honor of the vic… https://t.co/IgDFEyGquV"
Sun Aug 04 19:38:15 +0000 2019,"God bless the people of El Paso, Texas. God bless the people of Dayton, Ohio."
Sun Aug 04 12:13:34 +0000 2019,"The FBI, local and state law enforcement are working together in El Paso and in Dayton, Ohio. Information is rapidl… https://t.co/2e55C7Amlo"
Sun Aug 04 04:19:01 +0000 2019,"Today’s shooting in El Paso, Texas, was not only tragic, it was an act of cowardice. I know that I stand with every… https://t.co/5FHgnbcuDf"
Sat Aug 03 20:57:39 +0000 2019,'God be with you all': Trump pledges full support for El Paso shooting victims as lawmakers also grieve… https://t.co/yyAEBxjNXC
Sat Aug 03 20:49:21 +0000 2019,"Pastor Scott, a great guy - and tough! https://t.co/tu0u3AxQqp"
Sat Aug 03 20:24:37 +0000 2019,Fight hard tonight Colby. You are a real Champ! #MAGA https://t.co/dj3JlWQu7i
Sat Aug 03 20:10:43 +0000 2019,"Terrible shootings in ElPaso, Texas. Reports are very bad, many killed. Working with State and Local authorities, a… https://t.co/p9I5Pnj6ej"
Sat Aug 03 12:46:45 +0000 2019,"Things are going along very well with China. They are paying us Tens of Billions of Dollars, made possible by their… https://t.co/LGLPqyYJ0w"
Sat Aug 03 12:41:49 +0000 2019,"Countries are coming to us wanting to negotiate REAL trade deals, not the one sided horror show deals made by past… https://t.co/eMfR3G1jid"
Sat Aug 03 12:25:04 +0000 2019,Great working with you John. A big win for our amazing ranchers! https://t.co/m2PjlbTHA9
Sat Aug 03 12:06:55 +0000 2019,A great couple! https://t.co/h0o1laZ7e3
Fri Aug 02 20:50:56 +0000 2019,"Nice to see that one of my best pupils is still a giant Trump fan. Steve joined me after I won the primaries, but I… https://t.co/191Op8GGHw"
Fri Aug 02 18:06:34 +0000 2019,Our great Republican Congressman John Ratcliffe is being treated very unfairly by the LameStream Media. Rather than… https://t.co/HMqCr55cJ9
Fri Aug 02 17:41:30 +0000 2019,"A$AP Rocky released from prison and on his way home to the United States from Sweden. It was a Rocky Week, get home ASAP A$AP!"
Fri Aug 02 15:05:32 +0000 2019,Kim Jong Un and North Korea tested 3 short range missiles over the last number of days. These missiles tests are no… https://t.co/anL3BsX2f6
Fri Aug 02 11:58:42 +0000 2019,Really bad news! The Baltimore house of Elijah Cummings was robbed. Too bad!
Fri Aug 02 02:44:34 +0000 2019,THANK YOU OHIO!! #KAG2020 https://t.co/UF6b1sdC4r
Fri Aug 02 02:15:17 +0000 2019,"I would like to thank two Great Iowa Senators, @ChuckGrassley and @SenJoniErnst - for their support today on the Sp… https://t.co/seK0ONSgsg"
Fri Aug 02 01:18:17 +0000 2019,"Beautiful evening in Cincinnati, Ohio tonight — with GREAT American Patriots! #KAG2020 https://t.co/wDN5B4Gp87"
Fri Aug 02 01:03:54 +0000 2019,"Thank you Cincinnati, Ohio. Together, we are going to KEEP AMERICA GREAT! https://t.co/sKPAW8e8qN"
Thu Aug 01 18:48:22 +0000 2019,https://t.co/cbw3KXwvES
Thu Aug 01 17:26:09 +0000 2019,Our representatives have just returned from China where they had constructive talks having to do with a future Trad… https://t.co/LsYihbltRg
Thu Aug 01 16:08:42 +0000 2019,https://t.co/0Zx9wr3MoP
Thu Aug 01 15:55:10 +0000 2019,"""A string of court cases that have been run through the legal system that have hit DEAD ENDS...."" @BillHemmer… https://t.co/f3pvIAyBE8"
Thu Aug 01 15:16:46 +0000 2019,https://t.co/It3T0ANlrs
Thu Aug 01 14:44:35 +0000 2019,"BIG RALLY tonight in Cincinnati, Ohio. See you there! P.S. Our Country is doing GREAT!"
Thu Aug 01 14:30:42 +0000 2019,"Budget Deal is phenomenal for our Great Military, our Vets, and Jobs, Jobs, Jobs! Two year deal gets us past the El… https://t.co/9xo9Ge7Dti"
Thu Aug 01 14:24:26 +0000 2019,"China, Iran &amp; other foreign countries are looking at the Democrat Candidates and “drooling” over the small prospect… https://t.co/d0qFekiQv1"
Thu Aug 01 11:01:18 +0000 2019,Congratulations to Kelly Knight Craft of #Kentucky on her confirmation as United Nations Ambassador. After having s… https://t.co/PUK0czF95v
Thu Aug 01 04:05:15 +0000 2019,"The people on the stage tonight, and last, were not those that will either Make America Great Again or Keep America… https://t.co/f12Gqo4ILb"
Thu Aug 01 01:46:29 +0000 2019,The cages for kids were built by the Obama Administration in 2014. He had the policy of child separation. I ended i… https://t.co/WMAfEMjwvv
Thu Aug 01 00:17:45 +0000 2019,"Experts stated that the Fed should not have tightened, and then waited too long to undo their mistake. James Bullar… https://t.co/UKa9el1lWR"
Wed Jul 31 23:06:29 +0000 2019,Very low ratings for the Democratic Debate last night — they’re desperate for Trump!
Wed Jul 31 22:43:16 +0000 2019,"Thank you Bill, say hello to our GREAT VETERANS! https://t.co/toDqIAIQ54"
Wed Jul 31 21:59:40 +0000 2019,The Radical Left Dems went after me for using the words “drug-infested” concerning Baltimore. Take a look at Elijah… https://t.co/Z11wCzzgGB
Wed Jul 31 21:37:23 +0000 2019,“The 99% Get a Bigger Raise” https://t.co/negNLaSwMt
Wed Jul 31 20:41:17 +0000 2019,What the Market wanted to hear from Jay Powell and the Federal Reserve was that this was the beginning of a lengthy… https://t.co/TLR23NXwAz
Wed Jul 31 19:58:22 +0000 2019,The Prosecutors who lost the case against SEAL Eddie Gallagher (who I released from solitary confinement so he coul… https://t.co/hW4qgEv2mC
Wed Jul 31 15:31:03 +0000 2019,"CNN’s Don Lemon, the dumbest man on television, insinuated last night while asking a debate “question” that I was a… https://t.co/9MqfpVD9x8"
Wed Jul 31 15:10:02 +0000 2019,"Lowering drug prices for many Americans - including our great seniors! At my direction, @HHSGov @SecAzar just relea… https://t.co/SKhMUfvtmI"
Wed Jul 31 14:36:30 +0000 2019,“The lesser of two Socialists is still a Socialist!” Senator John Kennedy of Louisiana
Wed Jul 31 14:20:54 +0000 2019,"If I hadn’t won the 2016 Election, we would be in a Great Recession/Depression right now. The people I saw on stage… https://t.co/YG9PJsusiM"
Wed Jul 31 14:08:05 +0000 2019,"Such a great victory in court yesterday on the Russian Hoax, the greatest political scam in the history of our Coun… https://t.co/ttNruQgudA"
Tue Jul 30 23:26:26 +0000 2019,Wow! A federal Judge in the Southern District of N.Y. completely dismissed a lawsuit brought by the Democratic Nati… https://t.co/8Qty1JaK93
Tue Jul 30 19:58:18 +0000 2019,https://t.co/sPd4GF6wxu
Tue Jul 30 16:52:03 +0000 2019,Thank you Eric! https://t.co/Cq2w0we6kp
Tue Jul 30 16:43:32 +0000 2019,Thank you Amy! https://t.co/NiwkdBGVA9
Tue Jul 30 16:41:06 +0000 2019,"We should immediately pass Voter ID @Voteridplease to insure the safety and sanctity of our voting system. Also, Pa… https://t.co/3WPmOMJoRo"
Tue Jul 30 16:23:19 +0000 2019,Great reception in Jamestown by both REPUBLICANS &amp; DEMOCRATS. Respect for our Country’s incredible Heritage. Thank you!
Tue Jul 30 13:55:04 +0000 2019,"Heading to Jamestown, Virginia. Word is the Democrats will make it as uncomfortable as possible, but that’s ok beca… https://t.co/HGiii2Sfn5"
Tue Jul 30 13:52:32 +0000 2019,"Just reminded my staff that Morning Joe &amp; Psycho were with me in my room, at their request, the night I won New Ham… https://t.co/h5j349ZkGv"
Tue Jul 30 12:40:03 +0000 2019,China has lost 5 million jobs and two million manufacturing jobs due to the Trump Tariffs. Trumps got China back on… https://t.co/mBw7F0ftKQ
Tue Jul 30 12:15:40 +0000 2019,Senate is working hard on America’s Transportation Infrastructure Act. Will have BIG IMPACT on our highways and roa… https://t.co/6fvmOgJUJB
Tue Jul 30 12:11:02 +0000 2019,Wow! Morning Joe &amp; Psycho ratings have really crashed. Very small audience. People are tired of hearing Fake News d… https://t.co/UtIc2v8yIw
Tue Jul 30 11:09:59 +0000 2019,"China is doing very badly, worst year in 27 - was supposed to start buying our agricultural product now - no signs… https://t.co/P5IZSWbosI"
Tue Jul 30 10:43:52 +0000 2019,"Despite the Democrats wanting very unsafe Open Borders &amp; refusing to change the Loopholes &amp; Asylum, tremendous prog… https://t.co/PlomJ42ToP"
Tue Jul 30 10:38:37 +0000 2019,Somali refugees arresed in Tucson on way to Egypt. They were in touch with an agent posing as a terrorist. One of t… https://t.co/dfcCEsgZXI
Tue Jul 30 02:46:03 +0000 2019,"“I don’t know what it’s going to take. A lot of Democratic run cities all over America look like this, it’s not jus… https://t.co/xd96b3Fp02"
Tue Jul 30 01:45:34 +0000 2019,Baltimore’s numbers are the worst in the United States on Crime and the Economy. Billions of dollars have been pump… https://t.co/8mYWBiEs51
Tue Jul 30 01:34:29 +0000 2019,"Elijah Cummings never even went to the Southern Border and then he screams at the very good people who, despite Con… https://t.co/L9rxsd4vCk"
Mon Jul 29 22:24:02 +0000 2019,Senator Cindy Hyde-Smith is doing a GREAT JOB for the people of Mississippi and fully supports our #MAGA Agenda. Ci… https://t.co/nAC0DZwySE
Mon Jul 29 20:40:44 +0000 2019,"Just remember, the Iranians never won a war, but never lost a negotiation!"
Mon Jul 29 20:28:11 +0000 2019,"The Republican Party has a new STAR, his name is Daniel Cameron (@djaycameron), and he is running for Attorney Gene… https://t.co/UpP3dfqBOK"
Mon Jul 29 19:10:31 +0000 2019,"It is the 25th Anniversary of a GREAT Organization run by people who truly love our Country, @JudicialWatch. On beh… https://t.co/HFCWOPNGH5"
Mon Jul 29 17:29:30 +0000 2019,Looking forward to my meeting at 2:00 P.M. with wonderful Inner City Pastors!
Mon Jul 29 13:18:14 +0000 2019,The Fed “raised” way too early and way too much. Their quantitative tightening was another big mistake. While our C… https://t.co/F9wogOrZ8O
Mon Jul 29 12:46:58 +0000 2019,"Crazy Bernie Sanders recently equated the City of Baltimore to a THIRD WORLD COUNTRY! Based on that statement, I as… https://t.co/lepXZsfmDT"
Mon Jul 29 11:48:54 +0000 2019,"The E.U. and China will further lower interest rates and pump money into their systems, making it much easier for t… https://t.co/jBIYciTUDT"
Mon Jul 29 11:26:08 +0000 2019,"Al Sharpton would always ask me to go to his events. He would say, “it’s a personal favor to me.” Seldom, but somet… https://t.co/9nb3XmdMyG"
Mon Jul 29 11:04:40 +0000 2019,"If the Democrats are going to defend the Radical Left “Squad” and King Elijah’s Baltimore Fail, it will be a long r… https://t.co/DptfkkM1cW"
Mon Jul 29 10:49:27 +0000 2019,"Baltimore, under the leadership of Elijah Cummings, has the worst Crime Statistics in the Nation. 25 years of all t… https://t.co/NpnGnCObD8"
Mon Jul 29 10:30:40 +0000 2019,"I have known Al for 25 years. Went to fights with him &amp; Don King, always got along well. He “loved Trump!” He would… https://t.co/FXgML5zDtu"
Mon Jul 29 10:04:03 +0000 2019,"Good luck with the book George, should do well! https://t.co/Rdti0VyFLd"
Mon Jul 29 03:08:53 +0000 2019,"Law Enforcement is at the scene of shootings in Gilroy, California. Reports are that shooter has not yet been appre… https://t.co/MYxjZozcbW"
Mon Jul 29 01:51:47 +0000 2019,"“The Democrats hate this President so much, they’re forgetting about their duty to secure our Border.”… https://t.co/Ii0ireG7s1"
Mon Jul 29 01:47:51 +0000 2019,"“If the Democrats would have closed the Loopholes two years ago when President Trump asked them to do so, none of t… https://t.co/rOgzAkgEga"
Sun Jul 28 20:45:49 +0000 2019,I am pleased to announce that highly respected Congressman John Ratcliffe of Texas will be nominated by me to be th… https://t.co/61T0iNf231
Sun Jul 28 19:34:35 +0000 2019,"Under the Trump Administration, African American unemployment is the lowest (best) in the history of the United Sta… https://t.co/y0GM8Y3Mvz"
Sun Jul 28 19:18:20 +0000 2019,"If racist Elijah Cummings would focus more of his energy on helping the good people of his district, and Baltimore… https://t.co/Qco3AGoiwI"
Sun Jul 28 18:35:09 +0000 2019,"There is nothing racist in stating plainly what most people already know, that Elijah Cummings has done a terrible… https://t.co/EJMU0RvPu0"
Sun Jul 28 12:12:35 +0000 2019,"“Elijah Cummings has had his chance to address it (crime &amp; conditions in Baltimore) for decades, and he hasn’t gott… https://t.co/6GNQ1OteUO"
Sun Jul 28 11:39:56 +0000 2019,"Speaking of failing badly, has anyone seen what is happening to Nancy Pelosi’s district in San Francisco. It is not… https://t.co/8xij0qPH2O"
Sun Jul 28 11:28:43 +0000 2019,"Someone please explain to Nancy Pelosi, who was recently called racist by those in her own party, that there is not… https://t.co/J4JM0lb46v"
Sun Jul 28 10:56:02 +0000 2019,"“If it weren’t for Donald Trump, we would never know how corrupt these Democrats are, we would never know for sure… https://t.co/KfwdP6LdPd"
Sun Jul 28 04:17:44 +0000 2019,https://t.co/9jgdUE5BF8
Sun Jul 28 04:02:25 +0000 2019,The Democrats are still doing the Russians dirty work as they continue to push the fake crime. Media credibility is… https://t.co/KSEUQWGJPq
Sun Jul 28 03:49:34 +0000 2019,"The real Collusion, the Conspiracy, the Crime, was between the Clinton Campaign, the DNC, Fusion GPS, Christopher S… https://t.co/mUQuevwVPm"
Sun Jul 28 03:35:47 +0000 2019,"So sad that Elijah Cummings has been able to do so little for the people of Baltimore. Statistically, Baltimore ran… https://t.co/AMJ2VwCXQd"
Sun Jul 28 03:28:38 +0000 2019,"“One of the biggest things to come out of Mueller’s testimony was the fact that when he was asked, was there ANYTHI… https://t.co/9ELIfIaM60"
Sun Jul 28 03:14:42 +0000 2019,Thank you @MarkLevinShow! https://t.co/G3f6QBNSMa
Sun Jul 28 03:14:13 +0000 2019,https://t.co/9fnYIzjKQX
Sun Jul 28 02:43:06 +0000 2019,Thank you @GOPLeader! https://t.co/v7sQt7DDWK
Sun Jul 28 02:13:18 +0000 2019,Thanks @JudgeJeanine! https://t.co/chj7JPbWo1
Sun Jul 28 02:02:08 +0000 2019,.@RepCummings — your district! https://t.co/JV4SF8ykCT
Sun Jul 28 01:50:31 +0000 2019,".@RepCummings, why don’t you focus on your district!? https://t.co/F3Ej0Z21PZ"
Sat Jul 27 22:15:36 +0000 2019,"NO COLLUSION, NO OBSTRUCTION, TOTAL EXONERATION. DEMOCRAT WITCH HUNT!"
Sat Jul 27 21:55:39 +0000 2019,"We gave Nadler and his Trump hating Dems the complete Mueller Report (we didn’t have to), and even Mueller himself,… https://t.co/pVuESK5W26"
Sat Jul 27 21:35:47 +0000 2019,Elijah Cummings spends all of his time trying to hurt innocent people through “Oversight.” He does NOTHING for his… https://t.co/jt4YsoX6Gr
Sat Jul 27 21:10:17 +0000 2019,Democrats don’t care about Border Security. They refuse to give the votes necessary to fix the Loopholes and Asylum… https://t.co/7BNriGaaMc
Sat Jul 27 20:51:55 +0000 2019,Such a big victory of our Country! “Supreme Court approves Trump Administration plan to use Military Funds for the… https://t.co/jFHiJAstT8
Sat Jul 27 20:24:33 +0000 2019,"The Dems are now coming out of shock from the terrible Mueller performance, and are starting to spin impeachment al… https://t.co/3GICmxao5t"
Sat Jul 27 20:15:07 +0000 2019,The Democrats were trying mightily to revive the badly &amp; irrevocably tarnished Witch Hunt Hoax until Robert Mueller… https://t.co/ir6kFQnFtA
Sat Jul 27 19:55:15 +0000 2019,"Consideration is being given to declaring ANTIFA, the gutless Radical Left Wack Jobs who go around hitting (only no… https://t.co/7qTHqxKXTd"
Sat Jul 27 11:24:27 +0000 2019,Why is so much money sent to the Elijah Cummings district when it is considered the worst run and most dangerous an… https://t.co/O358G0UX84
Sat Jul 27 11:14:28 +0000 2019,"Rep, Elijah Cummings has been a brutal bully, shouting and screaming at the great men &amp; women of Border Patrol abou… https://t.co/7svlPwKJu5"
Sat Jul 27 00:21:25 +0000 2019,https://t.co/9jgdUE5BF8
Fri Jul 26 22:37:00 +0000 2019,"Wow! Big VICTORY on the Wall. The United States Supreme Court overturns lower court injunction, allows Southern Bor… https://t.co/RMYYsySDpB"
Fri Jul 26 22:18:26 +0000 2019,https://t.co/nr9bDv3Ktq
Fri Jul 26 21:59:27 +0000 2019,“@DHSgov @DHSMcAleenan Puts Guatemalan Migrants on Fast Track Home” https://t.co/SrkbGqsqvv
Fri Jul 26 18:29:22 +0000 2019,The WTO is BROKEN when the world’s RICHEST countries claim to be developing countries to avoid WTO rules and get sp… https://t.co/ABuRFn8pLk
Fri Jul 26 18:17:05 +0000 2019,"Great morning at the Pentagon yesterday. Congratulations to our new Defense Secretary, Mark @EsperDoD! https://t.co/zqtA4XytJA"
Fri Jul 26 16:32:42 +0000 2019,"France just put a digital tax on our great American technology companies. If anybody taxes them, it should be their… https://t.co/WIpeHmUp1A"
Fri Jul 26 15:25:07 +0000 2019,"Apple will not be given Tariff waiver, or relief, for Mac Pro parts that are made in China. Make them in the USA, no Tariffs!"
Fri Jul 26 14:40:26 +0000 2019,Q2 GDP Up 2.1% Not bad considering we have the very heavy weight of the Federal Reserve anchor wrapped around our n… https://t.co/XhYbfHmFDb
Fri Jul 26 14:02:46 +0000 2019,There may or may not be National Security concerns with regard to Google and their relationship with China. If ther… https://t.co/7pwlRefEMF
Fri Jul 26 13:58:15 +0000 2019,".@FoxNews is at it again. So different from what they used to be during the 2016 Primaries, &amp; before - Proud Warrio… https://t.co/0FKqhGXSoq"
Fri Jul 26 11:00:49 +0000 2019,"“Taken for Granted,” a wonderful new book by Gianno Caldwell on how Conservatism can win back the Americans that Li… https://t.co/hhiqMA0t0j"
Fri Jul 26 10:36:22 +0000 2019,“Intelligence Community disappointed Mueller didn’t investigate the Steele Dossier.” @TuckerCarlson @FoxNews ...And plenty of other things!
Thu Jul 25 23:25:10 +0000 2019,I am pleased to announce the House has passed our budget deal 284-149. Great for our Military and our Vets. A big thank you!
Thu Jul 25 21:24:21 +0000 2019,Give A$AP Rocky his FREEDOM. We do so much for Sweden but it doesn’t seem to work the other way around. Sweden shou… https://t.co/imr6dTjmcX
Thu Jul 25 21:19:04 +0000 2019,Very disappointed in Prime Minister Stefan Löfven for being unable to act. Sweden has let our African American Comm… https://t.co/f0hfApJ8tz
Thu Jul 25 18:03:38 +0000 2019,We love our Law Enforcement Officers all around this great Country. What took place in NYC with water being tossed… https://t.co/lhm9oB8BOs
Thu Jul 25 17:04:14 +0000 2019,"Beautiful Welcome Ceremony at the Pentagon this morning for our new Secretary of Defense, Mark @EsperDoD! https://t.co/qYDkjmqnOd"
Thu Jul 25 13:00:58 +0000 2019,House Republicans should support the TWO YEAR BUDGET AGREEMENT which greatly helps our Military and our Vets. I am totally with you!
Thu Jul 25 12:39:21 +0000 2019,Mark Levin on @foxandfriends now! Great guy.
Thu Jul 25 12:37:37 +0000 2019,Mark Levin will be on @foxandfriends now! Great guy.
Thu Jul 25 12:07:27 +0000 2019,"President Trump’s Approval Rating on Economy is at 52%, a 4 point jump. Fox Poll @foxandfriends  Shouldn’t this be… https://t.co/bT71Cbcr9A"
Thu Jul 25 11:54:46 +0000 2019,Fox Poll say best Economy in DECADES!
Thu Jul 25 11:06:12 +0000 2019,"“Yesterday changed everything, it really did clear the President. He wins.” @ainsleyearhardt  “It changed everythin… https://t.co/dwuRBYq5CJ"
Thu Jul 25 02:31:28 +0000 2019,"Appreciate it @LindseyGrahamSC, thank you! https://t.co/cGugEIXNOD"
Thu Jul 25 02:22:15 +0000 2019,Thank you @MarkLevinShow! https://t.co/j4Y4kjrmdf
Thu Jul 25 02:18:38 +0000 2019,.@JaySekulow and @RudyGiuliani on @SeanHannity moments ago... https://t.co/Ecz4K3sOwh
Thu Jul 25 02:09:54 +0000 2019,"""THE WITCH HUNT IS OVER!"" @SeanHannity https://t.co/OUoIm4onJt"
Thu Jul 25 02:06:15 +0000 2019,Great job @ChrisPlanteShow! https://t.co/ouTaP7WdFn
Thu Jul 25 01:55:59 +0000 2019,Thank you @TuckerCarlson @KimStrassel! https://t.co/kw9oGcRzrt
Thu Jul 25 00:58:21 +0000 2019,Thank you Rep. @DevinNunes! https://t.co/sifmkN7HDz
Thu Jul 25 00:52:57 +0000 2019,Thank you Rep. @Jim_Jordan! https://t.co/w9tF8xur44
Thu Jul 25 00:48:36 +0000 2019,Thank you @RepDougCollins! https://t.co/Lwc2ns2mQt
Thu Jul 25 00:42:41 +0000 2019,Thank you @GOPLeader McCarthy! https://t.co/0N4AeoRWK9
Wed Jul 24 23:33:09 +0000 2019,https://t.co/q5tjNpEzH0
Wed Jul 24 22:45:49 +0000 2019,“The Media’s Mueller Meltdown” @JesseBWatters https://t.co/EXdlk45ovU
Wed Jul 24 22:22:37 +0000 2019,The Democrats lost so BIG today. Their Party is in shambles right now...https://t.co/WDnGSOFzZU
Wed Jul 24 22:18:23 +0000 2019,"The Democrats had nothing...
https://t.co/VUIMndS4lZ"
Wed Jul 24 21:52:13 +0000 2019,https://t.co/yoWCQLM8Ad
Wed Jul 24 21:45:06 +0000 2019,"“Impeachment’s over!”
@TerryMoran @ABCPolitics https://t.co/8J9ixCSnZC"
Wed Jul 24 21:33:40 +0000 2019,Even Michael Moore agrees that the Dems and Mueller blew it! https://t.co/ZFPb50vi4v
Wed Jul 24 21:29:01 +0000 2019,“The kind of questions the White House Correspondents were asking is almost like they didn’t see what went on at th… https://t.co/AaLHAVkVYC
Wed Jul 24 19:33:51 +0000 2019,TRUTH IS A FORCE OF NATURE!
Wed Jul 24 18:16:25 +0000 2019,https://t.co/tNxUyfQIgD
Wed Jul 24 18:08:45 +0000 2019,https://t.co/wiOTBHQYt6
Wed Jul 24 17:04:08 +0000 2019,"I would like to thank the Democrats for holding this morning’s hearing. Now, after 3 hours, Robert Mueller has to s… https://t.co/w2492yn1z9"
Wed Jul 24 14:51:10 +0000 2019,"“Mueller was asked whether or not the investigation was impeded in any way, and he said no.” In other words, there… https://t.co/fjsrc3iO7e"
Wed Jul 24 14:11:16 +0000 2019,“This has been a disaster for the Democrats and a disaster for the reputation of Robert Mueller.” Chris Wallace @FoxNews
Wed Jul 24 12:18:57 +0000 2019,It has been reported that Robert Mueller is saying that he did not apply and interview for the job of FBI Director… https://t.co/5iv4SJ7OiX
Wed Jul 24 12:10:40 +0000 2019,KEEP AMERICA GREAT!
Wed Jul 24 11:55:59 +0000 2019,"NO COLLUSION, NO OBSTRUCTION!"
Wed Jul 24 11:43:10 +0000 2019,So why didn’t the highly conflicted Robert Mueller investigate how and why Crooked Hillary Clinton deleted and acid… https://t.co/Nooz8I8RkD
Wed Jul 24 11:36:27 +0000 2019,"Why didn’t Robert Mueller &amp; his band of 18 Angry Democrats spend any time investigating Crooked Hillary Clinton, Ly… https://t.co/ecLBnXESuS"
Wed Jul 24 11:03:41 +0000 2019,It was NEVER agreed that Robert Mueller could use one of his many Democrat Never Trumper lawyers to sit next to him… https://t.co/MPN9h0UKl9
Wed Jul 24 10:50:55 +0000 2019,"So Democrats and others can illegally fabricate a crime, try pinning it on a very innocent President, and when he f… https://t.co/JBHm7dk8Dv"
Wed Jul 24 02:29:14 +0000 2019,So Robert Mueller has now asked for his long time Never Trumper lawyer to sit beside him and help with answers. Wha… https://t.co/UHs6iXFv6k
Wed Jul 24 00:18:42 +0000 2019,The young leaders here today (@TPUSA) are part of a movement unlike anything in the history of our nation. It is a… https://t.co/Jg68EYL8Om
Tue Jul 23 23:52:15 +0000 2019,"Congratulations to our new Secretary of Defense, Mark @EsperDoD! https://t.co/aT3D1ZX5KK"
Tue Jul 23 23:46:15 +0000 2019,"Oh well, we still have the great @seanhannity who I hear has a really strong show tonight. 9:00 P.M."
Tue Jul 23 23:43:17 +0000 2019,THANK YOU @TPUSA! #MAGA https://t.co/1eqR2Im8dQ
Tue Jul 23 23:43:09 +0000 2019,Just watched Rep. Eric Swalwell be asked endless softball questions by @marthamaccallum on @FoxNews about the phony… https://t.co/wH56AcXWOv
Tue Jul 23 23:32:21 +0000 2019,Just got back only to hear of a last minute change allowing a Never Trumper attorney to help Robert Mueller with hi… https://t.co/qLlaTpFLPr
Tue Jul 23 22:33:37 +0000 2019,"Budget Deal gives great victories to our Military and Vets, keeps out Democrat poison pill riders. Republicans and… https://t.co/TGY32x3VsN"
Tue Jul 23 18:43:15 +0000 2019,"I was saddened to learn of the recent passing of Bob Morgenthau, a truly great man! Bob served as a Naval Officer i… https://t.co/AuQiFW6RZD"
Tue Jul 23 14:06:49 +0000 2019,Leaving for Turning Point USA. Will be speaking to some of the greatest and smartest young people on the planet. See you there!
Tue Jul 23 14:04:17 +0000 2019,"When an old Wall at the Southern Border, that is crumbling and falling over, built in an important section to keep… https://t.co/DqCjkgEAyv"
Tue Jul 23 12:51:15 +0000 2019,"In 2016 I almost won Minnesota. In 2020, because of America hating anti-Semite Rep. Omar, &amp; the fact that Minnesota… https://t.co/AXWbivpGTo"
Tue Jul 23 12:23:58 +0000 2019,"Guatemala, which has been forming Caravans and sending large numbers of people, some with criminal records, to the… https://t.co/bZp2YfXktE"
Tue Jul 23 11:54:02 +0000 2019,"Farmers are starting to do great again, after 15 years of a downward spiral. The 16 Billion Dollar China “replaceme… https://t.co/2tl4nu7Fmj"
Tue Jul 23 11:43:09 +0000 2019,KEEP AMERICA GREAT!
Tue Jul 23 11:29:41 +0000 2019,Congratulations to Boris Johnson on becoming the new Prime Minister of the United Kingdom. He will be great!
Tue Jul 23 11:25:46 +0000 2019,"Newest Poll: Only 11% in favor of starting ridiculous impeachment hearings. Well, let’s see: We have the Best Econo… https://t.co/TGyoyPIhiB"
Tue Jul 23 02:38:54 +0000 2019,"“I completely read the entire Mueller Report, and do you know what I concluded after reading both Volume 1 and Volu… https://t.co/7skzwM7P0e"
Mon Jul 22 23:20:03 +0000 2019,https://t.co/GLiV8RGsNj
Mon Jul 22 23:16:53 +0000 2019,"When we rip down and totally replace a badly broken and dilapidated Barrier on the Southern Border, something which… https://t.co/BRquugcPCQ"
